,ef_id,category_ipcc_1996,category_ipcc_2006,gas,description,region,value_original,unit_original,value_canonical,unit_canonical,equation,technical_reference,source_of_data,data_provider
22776,330103,"4 - Agriculture
4B - Manure Management
4B11 - Liquid Systems
4B8 - Swine
","3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
",AWMS usage,Indian subcontinent,23,%,,,"Equations 10.23, 10.25, 10.26, 10.27 and 10.34 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories","IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.7 - Animal Waste Management System (AWMS) Regional Averages for Swine",IPCC
22777,330104,"4 - Agriculture
4B - Manure Management
4B12 - Solid storage and Dry Lot
4B8 - Swine
","3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
",AWMS usage,Indian subcontinent,14,%,,,"Equations 10.23, 10.25, 10.26, 10.27 and 10.34 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories","IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.7 - Animal Waste Management System (AWMS) Regional Averages for Swine",IPCC
22778,330105,"4 - Agriculture
4B - Manure Management
4B12 - Solid storage and Dry Lot
4B8 - Swine
","3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
",AWMS usage,Indian subcontinent,32,%,,,"Equations 10.23, 10.25, 10.26, 10.27 and 10.34 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories","IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.7 - Animal Waste Management System (AWMS) Regional Averages for Swine",IPCC
22779,330106,"4 - Agriculture
4B - Manure Management
4B13 - Other (please specify)
4B8 - Swine
","3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
",AWMS usage,Indian subcontinent,3,%,,,"Equations 10.23, 10.25, 10.26, 10.27 and 10.34 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories","IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.7 - Animal Waste Management System (AWMS) Regional Averages for Swine",IPCC
22780,330107,"4 - Agriculture
4B - Manure Management
4B13 - Other (please specify)
4B8 - Swine
","3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
",AWMS usage,Indian subcontinent,8,%,,,"Equations 10.23, 10.25, 10.26, 10.27 and 10.34 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories","IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.7 - Animal Waste Management System (AWMS) Regional Averages for Swine",IPCC
22781,330108,"4 - Agriculture
4B - Manure Management
4B13 - Other (please specify)
4B8 - Swine
","3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
",AWMS usage,Indian subcontinent,8,%,,,"Equations 10.23, 10.25, 10.26, 10.27 and 10.34 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories","IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.7 - Animal Waste Management System (AWMS) Regional Averages for Swine",IPCC
22804,330131,"4 - Agriculture
4B - Manure Management
4B10 - Anaerobic
4B8 - Swine
","3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
",AWMS usage,Indian subcontinent,5,%,,,"Equations 10.23, 10.25, 10.26, 10.27 and 10.34 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories","IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.7 - Animal Waste Management System (AWMS) Regional Averages for Swine",IPCC
22805,330132,"4 - Agriculture
4B - Manure Management
4B11 - Liquid Systems
4B8 - Swine
","3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
",AWMS usage,Indian subcontinent,30,%,,,"Equations 10.23, 10.25, 10.26, 10.27 and 10.34 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories","IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.7 - Animal Waste Management System (AWMS) Regional Averages for Swine",IPCC
22806,330133,"4 - Agriculture
4B - Manure Management
4B12 - Solid storage and Dry Lot
4B8 - Swine
","3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
",AWMS usage,Indian subcontinent,15,%,,,"Equations 10.23, 10.25, 10.26, 10.27 and 10.34 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories","IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.7 - Animal Waste Management System (AWMS) Regional Averages for Swine",IPCC
22807,330134,"4 - Agriculture
4B - Manure Management
4B12 - Solid storage and Dry Lot
4B8 - Swine
","3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
",AWMS usage,Indian subcontinent,15,%,,,"Equations 10.23, 10.25, 10.26, 10.27 and 10.34 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories","IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.7 - Animal Waste Management System (AWMS) Regional Averages for Swine",IPCC
22808,330135,"4 - Agriculture
4B - Manure Management
4B13 - Other (please specify)
4B8 - Swine
","3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
",AWMS usage,Indian subcontinent,15,%,,,"Equations 10.23, 10.25, 10.26, 10.27 and 10.34 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories","IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.7 - Animal Waste Management System (AWMS) Regional Averages for Swine",IPCC
22809,330136,"4 - Agriculture
4B - Manure Management
4B13 - Other (please specify)
4B8 - Swine
","3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
",AWMS usage,Indian subcontinent,5,%,,,"Equations 10.23, 10.25, 10.26, 10.27 and 10.34 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories","IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.7 - Animal Waste Management System (AWMS) Regional Averages for Swine",IPCC
22810,330137,"4 - Agriculture
4B - Manure Management
4B13 - Other (please specify)
4B8 - Swine
","3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
",AWMS usage,Indian subcontinent,5,%,,,"Equations 10.23, 10.25, 10.26, 10.27 and 10.34 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories","IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.7 - Animal Waste Management System (AWMS) Regional Averages for Swine",IPCC
22811,330138,"4 - Agriculture
4B - Manure Management
4B13 - Other (please specify)
4B8 - Swine
","3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
",AWMS usage,Indian subcontinent,5,%,,,"Equations 10.23, 10.25, 10.26, 10.27 and 10.34 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories","IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.7 - Animal Waste Management System (AWMS) Regional Averages for Swine",IPCC
22812,330139,"4 - Agriculture
4B - Manure Management
4B8 - Swine
4D - Agricultural Soils
","3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.h - Swine
","METHANE
NITROUS OXIDE
",AWMS usage,Indian subcontinent,5,%,,,Equations 10.23 and 11.5 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories,"IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.7 - Animal Waste Management System (AWMS) Regional Averages for Swine",IPCC
22854,330181,"4 - Agriculture
4B - Manure Management
4B12 - Solid storage and Dry Lot
4B3 - Sheep
","3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.c - Sheep
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
",AWMS usage,South Asia (Indian subcontinent),17,%,,,"Equations 10.23, 10.25, 10.26, 10.27 and 10.34 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories","IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.8 - Animal Waste Management System (AWMS) Regional Averages for Sheep and Goats",IPCC
22855,330182,"4 - Agriculture
4B - Manure Management
4B12 - Solid storage and Dry Lot
4B3 - Sheep
","3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.c - Sheep
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
",AWMS usage,South Asia (Indian subcontinent),3,%,,,"Equations 10.23, 10.25, 10.26, 10.27 and 10.34 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories","IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.8 - Animal Waste Management System (AWMS) Regional Averages for Sheep and Goats",IPCC
22856,330183,"4 - Agriculture
4B - Manure Management
4B3 - Sheep
4D - Agricultural Soils
","3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.c - Sheep
","METHANE
NITROUS OXIDE
",AWMS usage,South Asia (Indian subcontinent),80,%,,,Equations 10.23 and 11.5 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories,"IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.8 - Animal Waste Management System (AWMS) Regional Averages for Sheep and Goats",IPCC
22872,330199,"4 - Agriculture
4B - Manure Management
4B12 - Solid storage and Dry Lot
4B3 - Sheep
","3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.c - Sheep
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
",AWMS usage,South Asia (Indian subcontinent),17,%,,,"Equations 10.23, 10.25, 10.26, 10.27 and 10.34 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories","IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.8 - Animal Waste Management System (AWMS) Regional Averages for Sheep and Goats",IPCC
22873,330200,"4 - Agriculture
4B - Manure Management
4B12 - Solid storage and Dry Lot
4B3 - Sheep
","3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.c - Sheep
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
",AWMS usage,South Asia (Indian subcontinent),3,%,,,"Equations 10.23, 10.25, 10.26, 10.27 and 10.34 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories","IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.8 - Animal Waste Management System (AWMS) Regional Averages for Sheep and Goats",IPCC
22874,330201,"4 - Agriculture
4B - Manure Management
4B3 - Sheep
4D - Agricultural Soils
","3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.c - Sheep
","METHANE
NITROUS OXIDE
",AWMS usage,South Asia (Indian subcontinent),80,%,,,Equations 10.23 and 11.5 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories,"IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.8 - Animal Waste Management System (AWMS) Regional Averages for Sheep and Goats",IPCC
22894,330221,"4 - Agriculture
4B - Manure Management
4B12 - Solid storage and Dry Lot
4B4 - Goats
","3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.d - Goats
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
",AWMS usage,South Asia (Indian subcontinent),50,%,,,"Equations 10.23, 10.25, 10.26, 10.27 and 10.34 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories","IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.8 - Animal Waste Management System (AWMS) Regional Averages for Sheep and Goats",IPCC
22895,330222,"4 - Agriculture
4B - Manure Management
4B4 - Goats
4D - Agricultural Soils
","3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.d - Goats
","METHANE
NITROUS OXIDE
",AWMS usage,South Asia (Indian subcontinent),50,%,,,Equations 10.23 and 11.5 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories,"IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.8 - Animal Waste Management System (AWMS) Regional Averages for Sheep and Goats",IPCC
22926,330253,"4 - Agriculture
4B - Manure Management
4B12 - Solid storage and Dry Lot
4B9 - Poultry
","3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.i - Poultry
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
",AWMS usage,South Asia (Indian subcontinent),100,%,,,"Equations 10.23, 10.25, 10.26, 10.27 and 10.34 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories","IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.9 - Animal Waste Management System (AWMS) Regional Averages for Poultry and Other animals",IPCC
22931,330258,"4 - Agriculture
4B - Manure Management
4B13 - Other (please specify)
4B9 - Poultry
","3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.i - Poultry
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
",AWMS usage,"North America, Russian Federation, Western Europe, Eastern Europe, Near East (Middle East) and North Africa, East Asia and South-East Asia, Oceania, South Asia (Indian subcontinent), Latin America and the Caribbean, Sub-Saharan Africa",100,%,,,"Equations 10.23, 10.25, 10.26, 10.27 and 10.34 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories","IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.9 - Animal Waste Management System (AWMS) Regional Averages for Poultry and Other animals",IPCC
22932,330259,"4 - Agriculture
4B - Manure Management
4B9 - Poultry
4D - Agricultural Soils
","3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.i - Poultry
","METHANE
NITROUS OXIDE
",AWMS usage,"North America, Russian Federation, Western Europe, Eastern Europe, Near East (Middle East) and North Africa, East Asia and South-East Asia, Oceania, South Asia (Indian subcontinent), Latin America and the Caribbean, Sub-Saharan Africa",50,%,,,Equations 10.23 and 11.5 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories,"IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.9 - Animal Waste Management System (AWMS) Regional Averages for Poultry and Other animals",IPCC
22933,330260,"4 - Agriculture
4B - Manure Management
4B13 - Other (please specify)
4B9 - Poultry
","3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.i - Poultry
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
",AWMS usage,"North America, Russian Federation, Western Europe, Eastern Europe, Near East (Middle East) and North Africa, East Asia and South-East Asia, Oceania, South Asia (Indian subcontinent), Latin America and the Caribbean, Sub-Saharan Africa",50,%,,,"Equations 10.23, 10.25, 10.26, 10.27 and 10.34 in Volume 4 of the 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories","IPCC 2019, 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Calvo Buendia, E., Tanabe, K., Kranjc, A., Baasansuren, J., Fukuda, M., Ngarize, S., Osako, A., Pyrozhenko, Y., Shermanau, P. and Federici, S. (eds). Published: IPCC, Switzerland.","2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.9 - Animal Waste Management System (AWMS) Regional Averages for Poultry and Other animals",IPCC
